city,listing_id,bathrooms,price_per_sqft,build_year,url,price,bedrooms,state,longitude,zip_code,partial_bathrooms,street,address,latitude,house_type,state_code,sqft,neighborhood
New York,3255339363,3,0,1926,https://www.trulia.com/property/3255339363-1125-Park-Ave-10E-New-York-NY-10128,4795000,3,New York,-73.954735,10128,0,Park Ave,"1125 Park Avenue #10E, New York, NY",40.782784,Coop,NY,,Upper East Side
New York,3255673945,3,0,1960,https://www.trulia.com/property/3255673945-900-5th-Ave-2B-New-York-NY-10021,4700000,3,New York,-73.96707,10021,1,5th Ave,"900 5th Avenue #2B, New York, NY",40.771812,Coop,NY,,Upper East Side
New York,3255559178,3,0,,https://www.trulia.com/property/3255559178-Coop-New-York-NY-10021,4500000,2,New York,-73.9756,10021,1,E 75th St,"Address Not Disclosed, New York, NY",40.778366,Coop,NY,,Upper West Side
New York,3255215174,5,0,1959,https://www.trulia.com/property/3255215174-140-E-72nd-St-6BC-New-York-NY-10021,3995000,5,New York,-73.98064,10021,0,E 72nd St,"140 East 72nd Street #6BC, New York, NY",40.777885,Coop,NY,,Upper West Side
New York,3254426091,2,0,2016,https://www.trulia.com/property/3254426091-959-1st-Ave-14A-New-York-NY-10022,3699990,3,New York,-73.965256,10022,1,1st Ave,"959 1st Avenue #14A, New York, NY",40.755665,Condo,NY,,Midtown East
New York,3255075251,2,0,1900,https://www.trulia.com/property/3255075251-10-Gramercy-Park-1-New-York-NY-10003,3795000,2,New York,-73.98889,10003,,Gramercy Park,"10 Gramercy Park #1, New York, NY",40.731934,Coop,NY,,
New York,3255285948,1,0,,https://www.trulia.com/property/3255285948-162-166-Bowery-New-York-NY-10012,30000000,,New York,-73.994514,10012,,Bowery,"162-166 Bowery, New York, NY",40.720093,Unspecified,NY,,NoLita
New York,3254339182,3,0,1940,https://www.trulia.com/property/3254339182-150-Central-Park-S-3501-New-York-NY-10019,9500000,3,New York,-73.977936,10019,0,Central Park S,"150 Central Park South #3501, New York, NY",40.766056,Coop,NY,,Clinton
New York,3254285791,6,0,1931,https://www.trulia.com/property/3254285791-435-E-52nd-St-10G-New-York-NY-10022,11750000,4,New York,-73.96311,10022,,E 52nd St,"435 East 52nd Street #10G, New York, NY",40.75464,Coop,NY,,Midtown East
New York,3254797712,16,0,,https://www.trulia.com/property/3254797712-316-318-E-77th-St-New-York-NY-10075,17000000,,New York,-73.95546,10075,,E 77th St,"316-318 East 77th Street, New York, NY",40.771538,Unspecified,NY,,Upper East Side
New York,3253625636,10,0,,https://www.trulia.com/property/3253625636-17-E-9th-St-New-York-NY-10003,9750000,,New York,-73.99472,10003,,E 9th St,"17 East 9th Street, New York, NY",40.73258,Townhome,NY,,Greenwich Village
New York,3253956434,2,0,1994,https://www.trulia.com/property/3253956434-101-W-67th-St-52C-New-York-NY-10023,5950000,2,New York,-73.981476,10023,,W 67th St,"101 West 67th Street #52C, New York, NY",40.774803,Condo,NY,,Upper West Side
New York,3253359534,6,0,,https://www.trulia.com/property/3253359534-266-W-71st-St-New-York-NY-10023,5995000,4,New York,-73.98461,10023,,W 71st St,"266 West 71st Street, New York, NY",40.77873,Townhome,NY,,Upper West Side
New York,3253750374,0,0,,https://www.trulia.com/property/3253750374-308-W-81st-St-New-York-NY-10024,8950000,,New York,-73.98091,10024,,W 81st St,"308 West 81st Street, New York, NY",40.78571,Townhome,NY,,Upper West Side
New York,3247222433,4,0,,https://www.trulia.com/property/3247222433-Coop-New-York-NY-10075,7250000,3,New York,-73.96083,10075,0,Park Ave,"Address Not Disclosed, New York, NY",40.77455,Coop,NY,,Upper East Side
New York,3246697995,3,0,1920,https://www.trulia.com/property/3246697995-103-E-75th-St-6WF-New-York-NY-10021,3395000,3,New York,-73.96157,10021,,E 75th St,"103 East 75th Street #6WF, New York, NY",40.772957,Coop,NY,,Upper East Side
New York,3246923725,0,0,,https://www.trulia.com/property/3246923725-179-E-3rd-St-New-York-NY-10009,24750000,,New York,-73.98403,10009,,E 3rd St,"179 East 3rd Street, New York, NY",40.72328,Apt/Condo/Twnhm,NY,,East Village
New York,3247231689,3,0,1948,https://www.trulia.com/property/3247231689-710-Park-Ave-16AB-New-York-NY-10021,5450000,3,New York,-73.96533,10021,,Park Ave,"710 Park Avenue #16AB, New York, NY",40.76978,Coop,NY,,Upper East Side
New York,3246887065,4,0,1979,https://www.trulia.com/property/3246887065-212-E-47th-St-32EF-New-York-NY-10017,3300000,4,New York,-73.97166,10017,,E 47th St,"212 East 47th Street #32EF, New York, NY",40.753273,Condo,NY,,Midtown East
New York,3246401249,0,0,,https://www.trulia.com/property/3246401249-134-E-73rd-St-New-York-NY-10021,8350000,,New York,-73.958855,10021,,E 73rd St,"134 East 73rd Street, New York, NY",40.769547,Apt/Condo/Twnhm,NY,,
New York,3033718069,1,821.4286,1927,https://www.trulia.com/property/3033718069-235-E-49th-St-2A-New-York-NY-10017,575000,1,New York,-73.969734,10017,,E 49th St,"235 East 49th Street #2A, New York, NY",40.754814,Coop,NY,700,Midtown East
New York,3259114529,3,0,1926,https://www.trulia.com/property/3259114529-515-W-End-Ave-11C-New-York-NY-10024,3800000,3,New York,-73.97868,10024,0,W End Ave,"515 West End Avenue #11C, New York, NY",40.788033,Coop,NY,,Upper West Side
New York,3259115964,1,887.0731,1965,https://www.trulia.com/property/3259115964-200-E-27th-St-7P-New-York-NY-10016,606758,1,New York,-73.98094,10016,,E 27th St,"200 East 27th Street #7P, New York, NY",40.7409,Unspecified,NY,684,Kips Bay
New York,3259124490,1,0,1900,https://www.trulia.com/property/3259124490-633-E-11th-St-19-New-York-NY-10009,489000,1,New York,-73.9778,10009,,E 11th St,"633 East 11th Street #19, New York, NY",40.727013,Coop,NY,,East Village
New York,3247162010,0,0,1930,https://www.trulia.com/property/3247162010-450-W-141st-St-New-York-NY-10031,4200000,4,New York,-73.94887,10031,,W 141st St,"450 West 141st Street, New York, NY",40.82228,Apt/Condo/Twnhm,NY,,Hamilton Heights
New York,3098822472,0,2599.3333,,https://www.trulia.com/property/3098822472-Single-Family-Home-New-York-NY-10003,3899000,2,New York,-73.987236,10003,0,E 16th St,"Address Not Disclosed, New York, NY",40.734802,Single-Family Home,NY,1500,Gramercy Park
New York,3259242923,2,1985.0852,1900,https://www.trulia.com/property/3259242923-93-Crosby-St-2-New-York-NY-10012,2795000,1,New York,-73.99717,10012,,Crosby St,"93 Crosby Street #2, New York, NY",40.723335,Condo,NY,1408,SoHo
New York,3259018155,1,0,1925,https://www.trulia.com/property/3259018155-20-W-72nd-St-709-New-York-NY-10023,395000,,New York,-73.97746,10023,0,W 72nd St,"20 West 72nd Street #709, New York, NY",40.776543,Coop,NY,,Upper West Side
New York,3259113717,2,0,1920,https://www.trulia.com/property/3259113717-329-W-108th-St-5C-New-York-NY-10025,1350000,2,New York,-73.96845,10025,,W 108th St,"329 West 108th Street #5C, New York, NY",40.80354,Coop,NY,,Upper West Side
New York,3112877374,1,0,1925,https://www.trulia.com/property/3112877374-111-4th-Ave-4D-New-York-NY-10003,1280000,1,New York,-73.9897,10003,0,4th Ave,"111 4th Avenue #4D, New York, NY",40.732353,Coop,NY,,Greenwich Village
